record_id,timestamp,pond_id,day_of_cycle,hour_decimal,time_period,species,pond_volume_m3,stocking_density_kg_m3,biomass_kg,temperature_c,ph,dissolved_oxygen_mg_l,ammonia_mg_l,nitrite_mg_l,turbidity_ntu,feed_kg,aerator_command,aerator_status,aerator_fault,rainfall_mm,water_exchange_pct,sensor_quality_flag,fish_stress_event,risk_next_3h,dataset_split
AQUA-021781,2026-02-07 18:00,P08,34,18,night,Nila,49,27.52,1348.7,30.29,7.52,5.33,0.409,0.337,53.5,0,ON,OFF,1,0,0,OK,0,0,TRAIN
AQUA-021782,2026-02-07 18:30,P08,34,18.5,night,Nila,49,27.52,1348.7,29.85,7.43,5.71,0.427,0.342,61,0,ON,ON,0,4.02,0,OK,0,0,TRAIN
AQUA-021783,2026-02-07 19:00,P08,34,19,night,Nila,49,27.52,1348.7,29.37,7.32,5.78,0.412,0.328,57.7,0,ON,ON,0,7.04,0,OK,0,0,TRAIN
AQUA-021784,2026-02-07 19:30,P08,34,19.5,night,Nila,49,27.52,1348.7,29.09,7.2,5.52,0.392,0.325,64.3,0,ON,ON,0,9.95,0,OK,0,0,TRAIN
AQUA-021785,2026-02-07 20:00,P08,34,20,night,Nila,49,27.52,1348.7,28.74,7.21,5.46,0.417,0.337,59.3,0,ON,ON,0,10.38,0,OK,0,0,TRAIN
AQUA-021786,2026-02-07 20:30,P08,34,20.5,night,Nila,49,27.52,1348.7,28.66,7.18,5.38,0.394,0.331,59.4,0,ON,ON,0,7.69,0,OK,0,0,TRAIN
AQUA-021787,2026-02-07 21:00,P08,34,21,night,Nila,49,27.52,1348.7,28.82,7.3,4.85,0.36,0.331,60.1,0,ON,OFF,1,4.07,0,OK,0,0,TRAIN
AQUA-021788,2026-02-07 21:30,P08,34,21.5,night,Nila,49,27.52,1348.7,29,7.33,5.08,0.372,0.33,49.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021789,2026-02-07 22:00,P08,34,22,night,Nila,49,27.52,1348.7,28.59,7.29,4.96,0.394,0.32,51.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021790,2026-02-07 22:30,P08,34,22.5,night,Nila,49,27.52,1348.7,28.95,7.25,4.84,0.393,0.33,56,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021791,2026-02-07 23:00,P08,34,23,night,Nila,49,27.52,1348.7,28.37,7.34,4.93,0.405,0.347,52.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021792,2026-02-07 23:30,P08,34,23.5,night,Nila,49,27.52,1348.7,28.19,7.2,4.9,0.393,0.334,49.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021793,2026-02-08 00:00,P08,35,0,dawn,Nila,49,27.76,1360.1,27.86,7.28,5.03,0.387,0.339,50.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021794,2026-02-08 00:30,P08,35,0.5,dawn,Nila,49,27.76,1360.1,28,7.12,4.47,0.389,0.341,51.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021795,2026-02-08 01:00,P08,35,1,dawn,Nila,49,27.76,1360.1,27.92,7.21,4.05,0.402,0.344,52.1,0,ON,OFF,1,0,0,OK,0,0,TRAIN
AQUA-021796,2026-02-08 01:30,P08,35,1.5,dawn,Nila,49,27.76,1360.1,27.61,7.08,3.82,0.388,0.326,52,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021797,2026-02-08 02:00,P08,35,2,dawn,Nila,49,27.76,1360.1,27.65,7.22,4.12,0.388,0.337,49.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021798,2026-02-08 02:30,P08,35,2.5,dawn,Nila,49,27.76,1360.1,27.6,7.12,4.12,0.408,0.336,44,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021799,2026-02-08 03:00,P08,35,3,dawn,Nila,49,27.76,1360.1,27.4,7.21,4.1,0.376,0.339,49.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021800,2026-02-08 03:30,P08,35,3.5,dawn,Nila,49,27.76,1360.1,27.64,7.09,4.15,0.398,0.332,51.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021801,2026-02-08 04:00,P08,35,4,dawn,Nila,49,27.76,1360.1,27.85,7.1,4.16,0.394,0.324,46.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021802,2026-02-08 04:30,P08,35,4.5,dawn,Nila,49,27.76,1360.1,27.73,7.13,3.81,0.368,0.342,52.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021803,2026-02-08 05:00,P08,35,5,dawn,Nila,49,27.76,1360.1,27.74,7.2,4.13,,0.322,51.1,0,ON,ON,0,0,0,SENSOR_MISSING,0,0,TRAIN
AQUA-021804,2026-02-08 05:30,P08,35,5.5,dawn,Nila,49,27.76,1360.1,27.95,7.16,4.12,0.38,0.33,54.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021805,2026-02-08 06:00,P08,35,6,morning,Nila,49,27.76,1360.1,28.17,7.2,4.03,0.358,0.348,48.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021806,2026-02-08 06:30,P08,35,6.5,morning,Nila,49,27.76,1360.1,28.08,7.21,4.45,0.346,0.326,52.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021807,2026-02-08 07:00,P08,35,7,morning,Nila,49,27.76,1360.1,28.53,7.18,4.3,0.34,0.314,60.1,17.97,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021808,2026-02-08 07:30,P08,35,7.5,morning,Nila,49,27.76,1360.1,28.68,7.28,4.63,0.365,0.34,56.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021809,2026-02-08 08:00,P08,35,8,morning,Nila,49,27.76,1360.1,28.89,7.36,4.43,0.377,0.34,47.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021810,2026-02-08 08:30,P08,35,8.5,morning,Nila,49,27.76,1360.1,29.09,7.31,4.82,0.378,0.32,53.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021811,2026-02-08 09:00,P08,35,9,morning,Nila,49,27.76,1360.1,29.41,7.36,4.92,0.384,0.326,56.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021812,2026-02-08 09:30,P08,35,9.5,morning,Nila,49,27.76,1360.1,29.43,7.42,5.21,0.403,0.327,54.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021813,2026-02-08 10:00,P08,35,10,morning,Nila,49,27.76,1360.1,29.77,7.34,5.49,0.277,0.279,48,0,ON,ON,0,0,12,OK,0,0,TRAIN
AQUA-021814,2026-02-08 10:30,P08,35,10.5,morning,Nila,49,27.76,1360.1,29.82,7.4,5.57,0.286,0.263,52.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021815,2026-02-08 11:00,P08,35,11,morning,Nila,49,27.76,1360.1,30.05,7.46,5.87,0.315,0.262,52,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021816,2026-02-08 11:30,P08,35,11.5,morning,Nila,49,27.76,1360.1,30.42,7.5,5.58,0.281,0.274,55.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021817,2026-02-08 12:00,P08,35,12,afternoon,Nila,49,27.76,1360.1,30.38,7.51,5.68,0.294,0.259,52.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021818,2026-02-08 12:30,P08,35,12.5,afternoon,Nila,49,27.76,1360.1,30.63,7.54,5.98,0.309,0.266,54.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021819,2026-02-08 13:00,P08,35,13,afternoon,Nila,49,27.76,1360.1,30.73,7.54,6.19,0.323,0.264,50.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021820,2026-02-08 13:30,P08,35,13.5,afternoon,Nila,49,27.76,1360.1,30.83,7.5,6.23,0.315,0.262,50.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021821,2026-02-08 14:00,P08,35,14,afternoon,Nila,49,27.76,1360.1,30.83,7.55,6.52,0.343,0.268,47.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021822,2026-02-08 14:30,P08,35,14.5,afternoon,Nila,49,27.76,1360.1,31.05,7.59,6.38,0.342,0.287,52.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021823,2026-02-08 15:00,P08,35,15,afternoon,Nila,49,27.76,1360.1,31.14,7.5,6.15,0.331,0.283,52.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021824,2026-02-08 15:30,P08,35,15.5,afternoon,Nila,49,27.76,1360.1,31.18,7.53,6.47,0.328,0.282,49.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021825,2026-02-08 16:00,P08,35,16,afternoon,Nila,49,27.76,1360.1,30.92,7.55,6.25,0.345,0.281,46.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021826,2026-02-08 16:30,P08,35,16.5,afternoon,Nila,49,27.76,1360.1,30.97,7.5,6.33,0.334,0.277,50.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021827,2026-02-08 17:00,P08,35,17,afternoon,Nila,49,27.76,1360.1,30.69,7.47,6.32,0.345,0.279,51.6,12.63,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021828,2026-02-08 17:30,P08,35,17.5,afternoon,Nila,49,27.76,1360.1,30.5,7.57,6.43,0.364,0.279,55.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021829,2026-02-08 18:00,P08,35,18,night,Nila,49,27.76,1360.1,30.36,7.55,6.34,0.335,0.274,58.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021830,2026-02-08 18:30,P08,35,18.5,night,Nila,49,27.76,1360.1,30.54,7.46,6.38,0.326,0.285,55.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021831,2026-02-08 19:00,P08,35,19,night,Nila,49,27.76,1360.1,30.33,7.51,6.16,0.334,0.27,55.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021832,2026-02-08 19:30,P08,35,19.5,night,Nila,49,27.76,1360.1,30.01,7.42,6.1,0.325,0.28,54.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021833,2026-02-08 20:00,P08,35,20,night,Nila,49,27.76,1360.1,29.58,7.39,5.72,0.338,0.278,57.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021834,2026-02-08 20:30,P08,35,20.5,night,Nila,49,27.76,1360.1,29.63,7.45,5.78,0.352,0.296,52.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021835,2026-02-08 21:00,P08,35,21,night,Nila,49,27.76,1360.1,29.42,7.37,5.57,0.337,0.271,50.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021836,2026-02-08 21:30,P08,35,21.5,night,Nila,49,27.76,1360.1,28.94,7.28,5.47,0.331,0.28,54.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021837,2026-02-08 22:00,P08,35,22,night,Nila,49,27.76,1360.1,28.78,7.28,5.39,0.32,0.263,53,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021838,2026-02-08 22:30,P08,35,22.5,night,Nila,49,27.76,1360.1,28.78,7.27,4.89,0.326,0.274,52.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021839,2026-02-08 23:00,P08,35,23,night,Nila,49,27.76,1360.1,28.53,7.25,5.11,0.324,0.284,52.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021840,2026-02-08 23:30,P08,35,23.5,night,Nila,49,27.76,1360.1,28.25,7.27,4.82,0.331,0.274,47.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021841,2026-02-09 00:00,P08,36,0,dawn,Nila,49,27.99,1371.7,28.33,7.17,4.58,0.328,0.292,50.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021842,2026-02-09 00:30,P08,36,0.5,dawn,Nila,49,27.99,1371.7,27.62,7.16,4.03,0.338,0.277,52.5,0,ON,OFF,1,0,0,OK,0,0,TRAIN
AQUA-021843,2026-02-09 01:00,P08,36,1,dawn,Nila,49,27.99,1371.7,27.82,7.1,4.13,0.337,0.28,52.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021844,2026-02-09 01:30,P08,36,1.5,dawn,Nila,49,27.99,1371.7,27.94,7.14,4.12,0.338,0.291,49,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021845,2026-02-09 02:00,P08,36,2,dawn,Nila,49,27.99,1371.7,27.87,7.22,4.07,0.333,0.293,47.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021846,2026-02-09 02:30,P08,36,2.5,dawn,Nila,49,27.99,1371.7,27.44,7.16,4.21,0.317,0.282,52.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021847,2026-02-09 03:00,P08,36,3,dawn,Nila,49,27.99,1371.7,27.57,7.1,4.06,0.322,0.292,51,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021848,2026-02-09 03:30,P08,36,3.5,dawn,Nila,49,27.99,1371.7,27.42,7.07,4.29,0.313,0.304,50.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021849,2026-02-09 04:00,P08,36,4,dawn,Nila,49,27.99,1371.7,27.74,7.16,4.2,0.325,0.308,47.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021850,2026-02-09 04:30,P08,36,4.5,dawn,Nila,49,27.99,1371.7,27.56,7.15,4.01,0.337,0.302,45.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021851,2026-02-09 05:00,P08,36,5,dawn,Nila,49,27.99,1371.7,27.87,7.16,4.54,0.331,0.317,48.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021852,2026-02-09 05:30,P08,36,5.5,dawn,Nila,49,27.99,1371.7,27.73,7.23,4.09,0.336,0.299,47.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021853,2026-02-09 06:00,P08,36,6,morning,Nila,49,27.99,1371.7,28.07,7.17,4.59,0.35,0.298,53,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021854,2026-02-09 06:30,P08,36,6.5,morning,Nila,49,27.99,1371.7,28.33,7.18,4.58,0.327,0.3,53.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021855,2026-02-09 07:00,P08,36,7,morning,Nila,49,27.99,1371.7,28.47,7.25,4.61,0.327,0.299,55.6,16.64,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021856,2026-02-09 07:30,P08,36,7.5,morning,Nila,49,27.99,1371.7,28.51,7.26,4.77,0.318,0.299,52.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021857,2026-02-09 08:00,P08,36,8,morning,Nila,49,27.99,1371.7,29.04,7.31,4.95,0.33,0.302,52.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021858,2026-02-09 08:30,P08,36,8.5,morning,Nila,49,27.99,1371.7,28.91,7.29,5.32,0.332,0.308,54,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021859,2026-02-09 09:00,P08,36,9,morning,Nila,49,27.99,1371.7,29.13,7.37,5.43,0.329,0.303,55.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021860,2026-02-09 09:30,P08,36,9.5,morning,Nila,49,27.99,1371.7,29.6,7.4,5.57,0.344,0.302,52.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021861,2026-02-09 10:00,P08,36,10,morning,Nila,49,27.99,1371.7,29.68,7.5,5.69,0.343,0.305,53.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021862,2026-02-09 10:30,P08,36,10.5,morning,Nila,49,27.99,1371.7,30.03,7.49,5.89,0.357,0.311,50.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021863,2026-02-09 11:00,P08,36,11,morning,Nila,49,27.99,1371.7,30.08,7.44,6.08,0.347,0.297,54.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021864,2026-02-09 11:30,P08,36,11.5,morning,Nila,49,27.99,1371.7,30.32,7.44,6.09,0.339,0.308,53.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021865,2026-02-09 12:00,P08,36,12,afternoon,Nila,49,27.99,1371.7,30.46,7.52,6.14,0.352,0.29,48.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021866,2026-02-09 12:30,P08,36,12.5,afternoon,Nila,49,27.99,1371.7,30.5,7.41,6.24,0.319,0.311,51.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021867,2026-02-09 13:00,P08,36,13,afternoon,Nila,49,27.99,1371.7,30.63,7.52,6.47,0.352,0.311,55.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021868,2026-02-09 13:30,P08,36,13.5,afternoon,Nila,49,27.99,1371.7,30.81,7.56,6.22,0.346,0.311,52.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021869,2026-02-09 14:00,P08,36,14,afternoon,Nila,49,27.99,1371.7,31,7.55,6.41,0.332,0.302,48.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021870,2026-02-09 14:30,P08,36,14.5,afternoon,Nila,49,27.99,1371.7,31.07,7.55,6.38,0.35,0.315,54.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021871,2026-02-09 15:00,P08,36,15,afternoon,Nila,49,27.99,1371.7,31.08,7.62,6.45,0.349,0.316,49.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021872,2026-02-09 15:30,P08,36,15.5,afternoon,Nila,49,27.99,1371.7,30.82,7.52,6.44,0.329,0.318,53.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021873,2026-02-09 16:00,P08,36,16,afternoon,Nila,49,27.99,1371.7,30.78,7.54,6.54,0.351,0.311,51.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021874,2026-02-09 16:30,P08,36,16.5,afternoon,Nila,49,27.99,1371.7,30.91,7.62,6.33,0.372,0.318,49.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021875,2026-02-09 17:00,P08,36,17,afternoon,Nila,49,27.99,1371.7,30.84,7.48,6.33,0.411,0.32,55,12.88,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021876,2026-02-09 17:30,P08,36,17.5,afternoon,Nila,49,27.99,1371.7,30.54,7.51,6.26,0.372,0.308,60.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021877,2026-02-09 18:00,P08,36,18,night,Nila,49,27.99,1371.7,30.4,7.52,6.24,0.396,0.312,58.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021878,2026-02-09 18:30,P08,36,18.5,night,Nila,49,27.99,1371.7,30.31,7.46,5.95,0.38,0.306,56.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021879,2026-02-09 19:00,P08,36,19,night,Nila,49,27.99,1371.7,30.09,7.38,6.07,0.372,0.315,54.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021880,2026-02-09 19:30,P08,36,19.5,night,Nila,49,27.99,1371.7,29.86,7.46,5.66,0.387,0.316,53.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021881,2026-02-09 20:00,P08,36,20,night,Nila,49,27.99,1371.7,29.63,7.29,5.63,0.378,0.305,57.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021882,2026-02-09 20:30,P08,36,20.5,night,Nila,49,27.99,1371.7,29.15,7.37,5.37,0.397,0.321,55,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021883,2026-02-09 21:00,P08,36,21,night,Nila,49,27.99,1371.7,29.31,7.41,5.32,0.377,0.306,51.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021884,2026-02-09 21:30,P08,36,21.5,night,Nila,49,27.99,1371.7,28.96,7.39,5.31,0.393,0.299,54.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021885,2026-02-09 22:00,P08,36,22,night,Nila,49,27.99,1371.7,28.59,7.31,5.16,0.386,0.303,51.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021886,2026-02-09 22:30,P08,36,22.5,night,Nila,49,27.99,1371.7,28.48,7.29,5.09,0.377,0.295,53,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021887,2026-02-09 23:00,P08,36,23,night,Nila,49,27.99,1371.7,28.48,7.24,4.97,0.418,0.303,57,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021888,2026-02-09 23:30,P08,36,23.5,night,Nila,49,27.99,1371.7,28.34,7.25,4.62,0.389,0.306,49.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021889,2026-02-10 00:00,P08,37,0,dawn,Nila,49,28.23,1383.4,27.95,7.22,4.57,0.385,0.31,47.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021890,2026-02-10 00:30,P08,37,0.5,dawn,Nila,49,28.23,1383.4,27.76,7.2,4.47,0.403,0.317,53.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021891,2026-02-10 01:00,P08,37,1,dawn,Nila,49,28.23,1383.4,27.87,7.19,4.41,0.391,0.314,47.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021892,2026-02-10 01:30,P08,37,1.5,dawn,Nila,49,28.23,1383.4,27.83,7.13,4.09,0.378,0.318,52.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021893,2026-02-10 02:00,P08,37,2,dawn,Nila,49,28.23,1383.4,27.58,7.14,4.37,0.372,0.331,51.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021894,2026-02-10 02:30,P08,37,2.5,dawn,Nila,49,28.23,1383.4,27.82,7.2,4.27,0.376,0.322,49.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021895,2026-02-10 03:00,P08,37,3,dawn,Nila,49,28.23,1383.4,27.7,7.13,4.06,0.398,0.31,48.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021896,2026-02-10 03:30,P08,37,3.5,dawn,Nila,49,28.23,1383.4,27.43,7.17,4.08,0.38,0.336,48.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021897,2026-02-10 04:00,P08,37,4,dawn,Nila,49,28.23,1383.4,27.65,7.16,4.14,0.375,0.329,53.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021898,2026-02-10 04:30,P08,37,4.5,dawn,Nila,49,28.23,1383.4,27.6,7.14,4.36,0.355,0.319,50.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021899,2026-02-10 05:00,P08,37,5,dawn,Nila,49,28.23,1383.4,27.69,7.19,4.31,0.373,0.327,51,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021900,2026-02-10 05:30,P08,37,5.5,dawn,Nila,49,28.23,1383.4,27.99,7.13,4.27,0.357,0.333,52.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021901,2026-02-10 06:00,P08,37,6,morning,Nila,49,28.23,1383.4,28.38,7.13,4.33,0.393,0.336,50.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021902,2026-02-10 06:30,P08,37,6.5,morning,Nila,49,28.23,1383.4,28.13,7.19,4.36,0.388,0.332,51.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021903,2026-02-10 07:00,P08,37,7,morning,Nila,49,28.23,1383.4,28.36,7.27,4.7,0.38,0.339,57.3,15.81,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021904,2026-02-10 07:30,P08,37,7.5,morning,Nila,49,28.23,1383.4,28.38,7.29,4.65,0.392,0.324,55.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021905,2026-02-10 08:00,P08,37,8,morning,Nila,49,28.23,1383.4,28.84,7.32,4.54,0.393,0.326,57.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021906,2026-02-10 08:30,P08,37,8.5,morning,Nila,49,28.23,1383.4,29.03,7.33,5.06,0.393,0.326,55.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021907,2026-02-10 09:00,P08,37,9,morning,Nila,49,28.23,1383.4,29.1,7.34,5.14,0.382,0.342,53.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021908,2026-02-10 09:30,P08,37,9.5,morning,Nila,49,28.23,1383.4,29.64,7.33,5.29,0.398,0.332,52.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021909,2026-02-10 10:00,P08,37,10,morning,Nila,49,28.23,1383.4,29.72,7.47,5.56,0.404,0.325,56.6,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021910,2026-02-10 10:30,P08,37,10.5,morning,Nila,49,28.23,1383.4,29.69,7.5,5.58,0.4,0.34,51.1,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021911,2026-02-10 11:00,P08,37,11,morning,Nila,49,28.23,1383.4,30.03,7.39,5.75,0.403,0.332,58.9,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021912,2026-02-10 11:30,P08,37,11.5,morning,Nila,49,28.23,1383.4,29.92,7.45,6.17,0.422,0.351,54.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021913,2026-02-10 12:00,P08,37,12,afternoon,Nila,49,28.23,1383.4,30.36,7.52,6.1,0.408,0.325,58.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021914,2026-02-10 12:30,P08,37,12.5,afternoon,Nila,49,28.23,1383.4,30.59,,5.89,0.403,0.344,52.9,0,ON,ON,0,0,0,SENSOR_MISSING,0,0,TRAIN
AQUA-021915,2026-02-10 13:00,P08,37,13,afternoon,Nila,49,28.23,1383.4,30.55,7.55,6.28,0.386,0.339,56.2,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021916,2026-02-10 13:30,P08,37,13.5,afternoon,Nila,49,28.23,1383.4,30.71,7.56,6.2,0.405,0.331,52.4,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021917,2026-02-10 14:00,P08,37,14,afternoon,Nila,49,28.23,1383.4,30.99,7.54,6.33,0.405,0.329,56.8,0,ON,ON,0,0,0,OK,1,0,TRAIN
AQUA-021918,2026-02-10 14:30,P08,37,14.5,afternoon,Nila,49,28.23,1383.4,30.69,7.52,6.65,0.377,0.335,52.7,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021919,2026-02-10 15:00,P08,37,15,afternoon,Nila,49,28.23,1383.4,30.89,7.48,6.45,0.404,0.339,51.8,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021920,2026-02-10 15:30,P08,37,15.5,afternoon,Nila,49,28.23,1383.4,30.86,7.61,6.55,0.406,0.343,52.5,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021921,2026-02-10 16:00,P08,37,16,afternoon,Nila,49,28.23,1383.4,30.91,7.52,6.24,0.403,0.342,52.3,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021922,2026-02-10 16:30,P08,37,16.5,afternoon,Nila,49,28.23,1383.4,30.79,7.61,6.62,0.385,0.327,53,0,ON,ON,0,0,0,OK,0,0,TRAIN
AQUA-021923,2026-02-10 17:00,P08,37,17,afternoon,Nila,49,28.23,1383.4,30.65,7.55,6.18,0.38,0.324,52.7,12.53,ON,ON,0,0,0,OK,0,0,TRAIN
